,PCIncome,fip-year,fips,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT,RUCC_2013,WA,BA,IA,AA,NA,TOM,NH,H
2556,25342.0,22113-2019,22113,59573,0.9362628790587316,28806,30767,38.3,3906,7643,22387,15334,9442,2.0,48467,8609,250,1267,16,964,57410,2163
2557,26503.0,22113-2020,22113,57289,0.9454952966346316,27842,29447,38.6,3637,7462,21460,14818,9060,2.0,46598,8217,244,1252,15,963,55145,2144
2558,27501.0,22113-2021,22113,57204,0.9443254817987152,27783,29421,38.7,3583,7421,21439,14595,9253,2.0,46539,8164,248,1238,18,997,54977,2227
2559,24554.0,22115-2019,22115,48394,1.1357517984024008,25735,22659,30.6,3855,5709,23096,9122,6060,5.0,37472,7097,784,991,266,1784,43716,4678
2560,25378.0,22115-2020,22115,48582,1.1421579434719344,25903,22679,31.0,3753,5896,23055,9147,6162,5.0,37834,6960,774,963,251,1800,43881,4701
2561,26214.0,22115-2021,22115,48027,1.1412902938160416,25598,22429,31.2,3675,5825,22754,8923,6246,5.0,37316,6879,823,932,244,1833,43325,4702
2562,20177.0,22117-2019,22117,46158,0.9750117667194386,22787,23371,40.0,2980,5407,16818,11739,8600,6.0,31032,14057,214,153,11,691,45018,1140
2563,21384.0,22117-2020,22117,45370,0.9807902204758786,22465,22905,40.0,2826,5446,16523,11523,8423,6.0,30447,13842,208,160,10,703,44180,1190
2564,21632.0,22117-2021,22117,45133,0.9890264862720902,22442,22691,40.1,2763,5399,16496,11218,8588,6.0,30189,13806,217,165,10,746,43908,1225
2565,18962.0,22119-2019,22119,38323,0.9504784201954396,18675,19648,41.3,2333,4323,13487,9966,7731,2.0,24199,13170,210,173,11,560,37529,794
2566,20094.0,22119-2020,22119,36864,0.9624168219323928,18079,18785,41.2,2213,4240,12980,9595,7335,2.0,23251,12642,200,188,12,571,36066,798
2567,19313.0,22119-2021,22119,36184,0.96374687940953,17758,18426,41.6,2181,4081,12710,9315,7410,2.0,22637,12593,197,190,12,555,35375,809
2568,29697.0,22121-2019,22121,26550,0.9704616298055514,13076,13474,36.8,1862,3182,10666,6716,3765,2.0,15285,10609,61,198,16,381,25646,904
2569,29195.0,22121-2020,22121,27236,0.966640190627482,13387,13849,37.2,1826,3339,10974,6795,3936,2.0,15604,10966,62,197,14,393,26308,928
2570,30567.0,22121-2021,22121,27792,0.9609115924645452,13619,14173,37.1,1840,3446,11295,6701,4110,2.0,15754,11334,74,204,14,412,26845,947
2571,22439.0,22123-2019,22123,10906,1.0347014925373137,5546,5360,40.9,595,1278,3952,2772,2147,9.0,8854,1770,90,32,3,157,10439,467
2572,23400.0,22123-2020,22123,9694,1.0395539659162634,4941,4753,41.3,512,1155,3487,2490,1911,9.0,7859,1561,89,32,3,150,9275,419
2573,22589.0,22123-2021,22123,9594,1.0334887664264518,4876,4718,41.5,481,1097,3510,2453,1900,9.0,7727,1569,101,32,3,162,9162,432
2574,26945.0,22125-2019,22125,15570,1.8485181119648737,10104,5466,42.7,652,1346,6280,4748,2400,2.0,8361,6895,33,115,7,159,15316,254
2575,27279.0,22125-2020,22125,15256,1.9097844745374783,10013,5243,42.9,611,1301,6143,4684,2363,2.0,8163,6773,36,126,7,151,15008,248
2576,28117.0,22125-2021,22125,15494,1.9439483184495527,10231,5263,43.2,551,1309,6269,4763,2450,2.0,8248,6925,34,129,8,150,15231,263
2577,22107.0,22127-2019,22127,13961,1.1598081683168318,7497,6464,41.4,799,1411,5222,3646,2701,6.0,9240,4353,119,34,5,210,13677,284
2578,22259.0,22127-2020,22127,13721,1.1779365079365078,7421,6300,41.3,754,1425,5181,3572,2611,6.0,9064,4256,119,33,3,246,13454,267
2579,23868.0,22127-2021,22127,13488,1.1839378238341969,7312,6176,41.2,677,1444,5155,3481,2568,6.0,8852,4232,120,37,4,243,13212,276
2580,28956.0,23001-2019,23001,108361,0.9588741458476444,53043,55318,41.0,6280,11970,39490,29768,19557,3.0,99169,5125,443,1014,37,2573,106263,2098
2581,29947.0,23001-2020,23001,111039,0.968567173704925,54633,56406,41.0,6254,12361,40730,30420,19902,3.0,101363,5366,500,1084,50,2676,108798,2241
2582,31688.0,23001-2021,23001,111034,0.9694561708467844,54656,56378,41.0,6039,12105,41376,29793,20318,3.0,101280,5407,504,1107,49,2687,108736,2298
2583,25477.0,23003-2019,23003,67092,0.9790566649951328,33191,33901,48.6,3196,6119,20817,19560,16694,7.0,63634,763,1285,359,28,1023,66199,893
2584,26774.0,23003-2020,23003,66994,0.9990451466595052,33481,33513,48.4,3139,6254,20863,19460,16555,7.0,63415,778,1318,375,33,1075,65989,1005
2585,28682.0,23003-2021,23003,66859,0.9999102629296164,33428,33431,48.3,3104,6229,20856,19143,16754,7.0,63206,809,1326,386,34,1098,65773,1086
2586,40527.0,23005-2019,23005,296052,0.9425346937436436,143647,152405,42.2,14157,27182,113159,82094,56281,2.0,271872,9838,982,7261,104,5995,289562,6490
2587,41822.0,23005-2020,23005,303312,0.9535746489759114,148052,155260,42.1,14307,28085,116324,83443,57775,2.0,278269,10136,1003,7550,113,6241,296445,6867
2588,45704.0,23005-2021,23005,305231,0.9537284772450874,149001,156230,42.1,14236,27647,118147,82177,59680,2.0,279534,10318,999,7809,113,6458,298116,7115
2589,27252.0,23007-2019,23007,30046,0.9664899535309902,14767,15279,46.6,1306,2768,10141,8723,6795,6.0,29092,163,147,157,13,474,29639,407
2590,29905.0,23007-2020,23007,29418,0.9764848159097016,14534,14884,46.5,1235,2685,9997,8471,6689,6.0,28448,161,157,161,13,478,28996,422
2591,31663.0,23007-2021,23007,29687,0.9776830324428752,14676,15011,46.4,1219,2682,10166,8370,6899,6.0,28653,185,167,153,14,515,29220,467
2592,34361.0,23009-2019,23009,55098,0.9431493563745372,26743,28355,49.2,2325,4723,17182,16254,14039,6.0,52841,542,264,668,18,765,54233,865
2593,35345.0,23009-2020,23009,55460,0.9515799845168555,27042,28418,49.4,2279,4737,17323,16261,14259,6.0,53107,573,285,691,17,787,54514,946
2594,35975.0,23009-2021,23009,56192,0.9473246465206544,27336,28856,49.4,2218,4722,17869,16099,14693,6.0,53685,619,308,732,21,827,55225,967
2595,30685.0,23011-2019,23011,122241,0.9486537756452152,59510,62731,44.5,6076,11748,42618,35453,24972,4.0,117074,966,685,1214,45,2257,120196,2045
2596,31486.0,23011-2020,23011,123754,0.9627603051497994,60703,63051,44.1,6033,12083,43476,35582,25148,4.0,118390,999,704,1218,48,2395,121567,2187
2597,32854.0,23011-2021,23011,124486,0.9594528655302136,60955,63531,43.9,5840,12087,44349,35007,25774,4.0,118950,1040,695,1245,54,2502,122167,2319
2598,33126.0,23013-2019,23013,39792,0.9772422360248448,19667,20125,48.9,1653,3582,12361,11331,10404,7.0,38383,302,179,262,12,654,39166,626
2599,34420.0,23013-2020,23013,40609,0.9895644505413748,20198,20411,49.0,1619,3699,12644,11470,10721,7.0,39210,304,192,252,12,639,39962,647
2600,37134.0,23013-2021,23013,41084,0.997666050763396,20518,20566,49.1,1578,3628,12930,11374,11100,7.0,39594,330,201,273,14,672,40346,738
2601,33595.0,23015-2019,23015,34685,0.9576137261541936,16967,17718,51.1,1521,2914,10039,9981,9881,8.0,33578,227,142,282,7,449,34235,450
2602,35114.0,23015-2020,23015,35192,0.9718720233092396,17345,17847,51.1,1521,2981,10203,10058,10052,8.0,34012,253,149,300,8,470,34697,495
2603,37774.0,23015-2021,23015,35828,0.9669503156738952,17613,18215,51.2,1466,3062,10510,10121,10299,8.0,34588,265,158,304,8,505,35293,535
2604,25464.0,23017-2019,23017,57895,0.9829771201534456,28699,29196,48.0,2511,5232,18470,17988,13019,6.0,55832,354,296,452,28,933,57021,874
2605,26799.0,23017-2020,23017,57849,1.0000345733646798,28925,28924,47.9,2477,5310,18517,17883,12999,6.0,55668,361,293,462,33,1032,56899,950
2606,28450.0,23017-2021,23017,58629,1.0003753113378144,29320,29309,47.8,2442,5277,18995,17843,13389,6.0,56349,363,311,467,37,1102,57630,999
2607,28523.0,23019-2019,23019,151823,0.9816613151643304,75209,76614,42.3,7031,13515,58226,42591,28791,3.0,143777,1534,1962,1849,54,2647,149502,2321
2608,29603.0,23019-2020,23019,152007,0.9954186247998108,75829,76178,42.3,6887,13607,58362,42607,28882,3.0,143905,1553,1955,1823,55,2716,149604,2403
2609,31318.0,23019-2021,23019,152765,0.9945815380597988,76175,76590,42.3,6642,13456,59249,42095,29618,3.0,144429,1669,1973,1873,60,2761,150217,2548
2610,24074.0,23021-2019,23021,16880,1.0083283759666866,8475,8405,51.4,849,1329,4762,5217,4541,8.0,16204,101,115,181,7,272,16500,380
2611,25511.0,23021-2020,23021,16768,1.0322385165434491,8517,8251,51.1,873,1339,4751,5162,4471,8.0,16050,111,114,196,7,290,16318,450
2612,28320.0,23021-2021,23021,17165,1.0330451261399975,8722,8443,50.8,855,1417,4930,5184,4605,8.0,16412,121,121,202,8,301,16682,483
2613,34675.0,23023-2019,23023,36057,0.9473428386260532,17541,18516,46.9,1718,3412,11775,10419,8337,2.0,34611,337,166,316,8,619,35380,677
2614,35226.0,23023-2020,23023,36688,0.9616104368283164,17985,18703,46.7,1659,3499,12075,10531,8494,2.0,35205,356,169,326,13,619,35954,734
2615,37443.0,23023-2021,23023,37071,0.9669443412744734,18224,18847,46.6,1568,3506,12374,10477,8724,2.0,35531,396,174,342,11,617,36282,789
2616,24386.0,23025-2019,23025,50729,0.9896066203867122,25232,25497,46.8,2413,4665,16586,15476,10967,6.0,48967,319,290,352,21,780,50135,594
2617,25023.0,23025-2020,23025,50404,1.0032590119629583,25243,25161,47.0,2326,4682,16431,15399,10965,6.0,48639,322,287,346,20,790,49800,604
2618,27576.0,23025-2021,23025,50592,1.004278583313525,25350,25242,47.0,2280,4629,16607,15201,11293,6.0,48739,355,295,354,21,828,49892,700
2619,29674.0,23027-2019,23027,39755,0.9748149619989072,19624,20131,47.1,1774,3760,12960,11526,9290,6.0,38455,227,205,247,13,608,39105,650
2620,31091.0,23027-2020,23027,39635,0.9848264810456208,19666,19969,47.0,1807,3725,12924,11415,9298,6.0,38314,225,210,242,13,631,38972,663
2621,32966.0,23027-2021,23027,39912,0.9833035181872392,19788,20124,47.1,1802,3669,13059,11272,9648,6.0,38519,245,214,263,12,659,39227,685
2622,25157.0,23029-2019,23029,31286,0.960890003133814,15331,15955,48.7,1507,3042,9444,9122,7805,7.0,28639,197,1630,155,11,654,30453,833
2623,26049.0,23029-2020,23029,31062,0.976457113769407,15346,15716,48.4,1503,3075,9469,8883,7757,7.0,28374,193,1668,151,11,665,30168,894
2624,27437.0,23029-2021,23029,31121,0.970930968967701,15331,15790,48.5,1445,3015,9528,8764,7973,7.0,28384,212,1647,157,12,709,30197,924
2625,36093.0,23031-2019,23031,207978,0.9523317813157104,101450,106528,45.3,9743,19329,71862,60909,43828,2.0,198405,2213,753,2911,59,3637,204083,3895
2626,37009.0,23031-2020,23031,212089,0.9663542217153877,104230,107859,45.3,9669,19775,73604,61763,44887,2.0,202179,2375,730,2991,71,3743,207936,4153
2627,39450.0,23031-2021,23031,214591,0.9652810213295968,105400,109191,45.1,9606,19576,75375,61238,46398,2.0,204158,2581,715,3119,88,3930,210207,4384
2628,23607.0,24001-2019,24001,70527,1.0865976331360947,36727,33800,41.4,3213,6104,27968,17992,14560,3.0,62216,5809,145,802,48,1507,69147,1380
2629,24776.0,24001-2020,24001,67947,1.1061000557931933,35685,32262,41.3,3118,5932,26995,17356,13836,3.0,59826,5611,157,790,53,1510,66551,1396
2630,26762.0,24001-2021,24001,67729,1.108558264064008,35608,32121,41.1,3128,5881,27174,17015,13845,3.0,59418,5769,168,753,53,1568,66296,1433
2631,46629.0,24003-2019,24003,579895,0.9787923768575864,286840,293055,38.5,35631,65429,230729,153394,87677,1.0,426001,106160,2670,24637,694,19733,531544,48351
2632,48125.0,24003-2020,24003,588769,0.9904899067246806,292978,295791,38.6,35357,67739,234368,155000,88863,1.0,429617,109581,2741,25648,742,20440,538142,50627
2633,51113.0,24003-2021,24003,590336,0.9894786151673748,293607,296729,38.7,34789,67228,236594,153040,91036,1.0,427014,112470,2808,26436,758,20850,537495,52841
2634,40105.0,24005-2019,24005,828503,0.8980856552438292,392009,436494,39.6,49056,90133,317776,215768,145667,1.0,496737,251820,3811,53019,739,22377,780629,47874
2635,41089.0,24005-2020,24005,853073,0.908389483951214,406061,447012,39.6,49738,94544,327178,221506,149187,1.0,507489,262131,4081,55050,786,23536,801819,51254
2636,43290.0,24005-2021,24005,849316,0.9065573292088598,403845,445471,39.7,48603,93338,327025,217267,151951,1.0,499744,265497,4139,55061,796,24079,796333,52983
2637,45783.0,24009-2019,24009,92660,0.9788997095506576,45836,46824,40.6,4938,10925,33738,27328,14374,1.0,74966,12329,430,1758,105,3072,88640,4020
2638,47066.0,24009-2020,24009,92857,0.993666265888011,46281,46576,40.5,4936,11107,33999,27024,14438,1.0,74799,12512,449,1802,122,3173,88681,4176
2639,50496.0,24009-2021,24009,93928,0.9927865235286628,46794,47134,40.4,4973,11240,34905,26586,14829,1.0,75309,12891,473,1837,131,3287,89433,4495
2640,29624.0,24011-2019,24011,33509,0.9568441952814762,16385,17124,40.0,2064,4045,12064,9253,5610,6.0,27134,4731,285,398,109,852,30894,2615
2641,29814.0,24011-2020,24011,33290,0.9687740256668048,16381,16909,40.1,2063,3998,12026,9148,5571,6.0,26936,4640,284,410,107,913,30627,2663
2642,32186.0,24011-2021,24011,33386,0.963766837244868,16385,17001,40.1,2033,3969,12177,9023,5686,6.0,26971,4649,296,412,110,948,30675,2711
2643,42083.0,24013-2019,24013,168774,0.9799859221022994,83534,85240,42.1,9287,18092,60243,49714,29216,1.0,154484,6631,461,3595,94,3509,162265,6509
2644,43183.0,24013-2020,24013,172890,0.9932670025479322,86153,86737,41.8,9408,19079,62009,50293,29835,1.0,157841,6836,499,3884,115,3715,165899,6991
2645,45800.0,24013-2021,24013,173873,0.995191976682808,86727,87146,41.6,9343,19325,62976,49480,30464,1.0,158107,7165,535,4080,121,3865,166446,7427
2646,34810.0,24015-2019,24015,103092,0.9842556058127224,51137,51955,40.8,5865,11629,37619,29789,16748,1.0,90813,7619,414,1501,73,2672,98249,4843
2647,35887.0,24015-2020,24015,103740,0.9955756468211984,51755,51985,40.8,5837,11785,37969,29929,16804,1.0,91216,7787,429,1511,78,2719,98728,5012
2648,37446.0,24015-2021,24015,103905,0.9948355635763242,51818,52087,40.8,5845,11622,38211,29484,17309,1.0,90938,8100,459,1540,86,2782,98825,5080
2649,41717.0,24017-2019,24017,163733,0.929812361510537,78889,84844,38.5,9674,19956,63481,47264,21008,1.0,67875,82182,1241,5582,220,6633,153431,10302
2650,42737.0,24017-2020,24017,166682,0.9405320449385878,80787,85895,38.6,9728,20641,64392,47937,21565,1.0,67592,85029,1262,5736,241,6822,155666,11016
2651,44521.0,24017-2021,24017,168698,0.9380550290079844,81653,87045,38.7,9786,20647,65389,47898,22412,1.0,66742,87772,1279,5859,241,6805,156809,11889
2652,30293.0,24019-2019,24019,31864,0.9007396802672392,15100,16764,44.8,1791,3409,10441,8819,7045,6.0,21225,9255,165,397,22,800,29981,1883
2653,29860.0,24019-2020,24019,32508,0.9070749736008448,15462,17046,44.7,1784,3468,10706,8972,7175,6.0,21681,9422,187,370,21,827,30524,1984
2654,31983.0,24019-2021,24019,32489,0.9031691172163318,15418,17071,44.6,1737,3481,10775,8775,7315,6.0,21644,9484,179,358,18,806,30460,2029
2655,43582.0,24021-2019,24021,260609,0.9690895353230072,128259,132350,39.1,15463,30694,100587,71685,38697,1.0,209662,27999,1342,13104,238,8264,233317,27292
2656,44273.0,24021-2020,24021,272737,0.9837726571819266,135253,137484,39.1,16054,32550,105375,74373,40527,1.0,217964,30011,1420,14361,257,8724,243121,29616
2657,46615.0,24021-2021,24021,279835,0.9811327433628318,138585,141250,39.1,16198,33270,109443,74702,42173,1.0,220613,32398,1466,15842,289,9227,248139,31696
2658,30617.0,24023-2019,24023,29049,0.976794828172848,14354,14695,47.1,1394,2583,9508,8534,6696,6.0,28263,316,66,123,1,280,28692,357
2659,34006.0,24023-2020,24023,28761,0.9953517413625642,14347,14414,47.2,1367,2556,9414,8506,6599,6.0,27968,314,58,132,1,288,28419,342
2660,36300.0,24023-2021,24023,28702,0.9931944444444444,14302,14400,47.4,1334,2542,9428,8369,6715,6.0,27881,330,60,139,1,291,28339,363
2661,41147.0,24025-2019,24025,255594,0.9581695741111036,125067,130527,40.5,14444,28659,94935,71917,42311,1.0,201072,38024,836,7900,243,7519,243448,12146
2662,42744.0,24025-2020,24025,261122,0.9710891029318518,128646,132476,40.4,14399,30070,97099,72767,43248,1.0,204697,39316,883,8104,244,7878,248335,12787
2663,45023.0,24025-2021,24025,262977,0.9700127350363325,129487,133490,40.4,14307,30107,98664,71877,44411,1.0,204985,40614,908,8270,250,7950,249634,13343
2664,54628.0,24027-2019,24027,325951,0.9571934670349466,159411,166540,39.0,19146,40632,126385,88605,46464,1.0,181691,66165,1449,63610,285,12751,302315,23636
2665,55873.0,24027-2020,24027,332722,0.969013901135644,163743,168979,39.1,18872,42320,128784,90263,47525,1.0,183885,67864,1482,66088,282,13121,307895,24827
2666,58560.0,24027-2021,24027,334529,0.9695322987071098,164677,169852,39.3,18296,42116,129888,90004,49186,1.0,182554,69486,1493,67498,272,13226,308940,25589
2667,36813.0,24029-2019,24029,19426,0.925654242664552,9338,10088,48.5,786,1535,6581,5132,5215,6.0,15805,2873,70,275,10,393,18562,864
2668,37699.0,24029-2020,24029,19142,0.928082191780822,9214,9928,48.5,768,1486,6531,5058,5120,6.0,15603,2768,82,263,9,417,18228,914
2669,39658.0,24029-2021,24029,19270,0.9277711084433774,9274,9996,48.3,792,1478,6648,4969,5198,6.0,15712,2761,88,261,9,439,18318,952
2670,54510.0,24031-2019,24031,1051129,0.9368473616226984,508428,542701,39.7,64704,122622,399881,281690,168266,1.0,627549,211642,8033,165858,1134,36913,843231,207898
2671,55643.0,24031-2020,24031,1061243,0.94877958308237,516675,544568,39.9,63405,125352,402089,285700,170199,1.0,630886,214478,8200,168714,1109,37856,849457,211786
2672,59384.0,24031-2021,24031,1054827,0.9483141086617228,513422,541405,40.3,60861,122670,399224,282547,175037,1.0,623477,215170,8192,168663,1113,38212,843315,211512
2673,37191.0,24033-2019,24033,911562,0.9246045486407284,437926,473636,37.8,59650,100625,372419,242501,125793,1.0,244124,588663,11251,40525,2072,24927,735253,176309
2674,38502.0,24033-2020,24033,965601,0.9354910481627288,466709,498892,38.0,61757,107969,392419,257532,134177,1.0,261310,620413,12302,42460,2169,26947,773479,192122
2675,40643.0,24033-2021,24033,955306,0.9333129607855438,461177,494129,38.5,59252,105570,385657,254234,138655,1.0,259428,612224,12525,41961,2200,26968,760875,194431
2676,44754.0,24035-2019,24035,50585,0.9855942848170828,25109,25476,44.9,2550,5469,16651,15463,9782,1.0,45422,3190,237,628,52,1056,48415,2170
2677,45228.0,24035-2020,24035,49983,0.9984406860981168,24972,25011,44.7,2570,5419,16471,15154,9690,1.0,44856,3082,243,640,57,1105,47757,2226
2678,49178.0,24035-2021,24035,50798,0.997483386418151,25367,25431,44.5,2647,5394,16914,15123,10035,1.0,45505,3183,254,646,60,1150,48439,2359
2679,40354.0,24037-2019,24037,113764,0.99908624446475,56856,56908,36.9,7201,13937,45560,30233,15254,3.0,88671,16920,549,3354,142,4128,107456,6308
2680,41430.0,24037-2020,24037,113953,1.0128060197124389,57339,56614,37.0,6965,14097,45956,30100,15181,3.0,88745,16876,563,3328,146,4295,107611,6342
2681,44208.0,24037-2021,24037,114468,1.0095502264667673,57506,56962,37.0,6847,13957,46603,29720,15652,3.0,88724,17353,575,3409,145,4262,107937,6531
2682,18772.0,24039-2019,24039,25609,1.1682330031326729,13798,11811,37.6,1178,2241,11324,6263,4379,2.0,13866,10665,123,247,24,684,24588,1021
2683,19507.0,24039-2020,24039,24567,1.1775394433611062,13285,11282,37.9,1095,2162,10817,6050,4214,2.0,13392,10065,115,241,25,729,23613,954
2684,20558.0,24039-2021,24039,24584,1.1885515890679248,13351,11233,37.8,1087,2186,10856,5937,4284,2.0,13388,10047,118,243,27,761,23578,1006
2685,49136.0,24041-2019,24041,37186,0.897922727504721,17593,19593,51.1,1725,3445,10507,10032,11073,6.0,30913,4759,154,544,79,737,34556,2630
2686,49193.0,24041-2020,24041,37456,0.9111179141792948,17857,19599,51.0,1713,3495,10693,10022,11118,6.0,31162,4756,152,555,87,744,34775,2681
2687,51234.0,24041-2021,24041,37626,0.9143220554566268,17971,19655,51.2,1709,3447,10828,9973,11248,6.0,31315,4738,155,552,92,774,34825,2801
2688,30464.0,24043-2019,24043,151066,1.0339562688496338,76794,74272,40.6,8536,16475,56544,41239,26365,2.0,123652,19016,516,2938,132,4812,142333,8733
2689,31525.0,24043-2020,24043,154586,1.04744245185558,79084,75502,40.6,8571,17142,57869,42195,26811,2.0,126027,19847,522,3023,126,5041,145269,9317
2690,33682.0,24043-2021,24043,154937,1.050706126824878,79384,75553,40.6,8444,16917,58549,41634,27331,2.0,125389,20502,604,3121,131,5190,144869,10068
2691,28080.0,24045-2019,24045,104005,0.8991837554553257,49242,54763,36.0,6345,11320,43420,24721,16964,2.0,68600,28608,429,3253,149,2966,98223,5782
2692,29049.0,24045-2020,24045,103473,0.9096949227617518,49290,54183,36.0,6236,11459,43128,24557,16831,2.0,68158,28328,435,3279,140,3133,97652,5821
2693,31487.0,24045-2021,24045,103980,0.9048840361997582,49394,54586,36.0,6311,11459,43405,24319,17148,2.0,68071,28710,464,3327,157,3251,97962,6018
2694,38080.0,24047-2019,24047,52261,0.939975500204165,25322,26939,50.6,2165,4664,15566,14687,14665,2.0,43404,6811,216,835,22,973,50310,1951
2695,41055.0,24047-2020,24047,52445,0.9556624529216542,25628,26817,50.5,2130,4773,15681,14707,14590,2.0,43648,6711,215,819,22,1030,50342,2103
2696,43642.0,24047-2021,24047,53132,0.959722632044851,26020,27112,50.6,2001,4809,16106,14666,14961,2.0,44298,6652,217,858,23,1084,51062,2070
2697,31271.0,24510-2019,24510,594601,0.8811665364257896,278520,316081,35.9,36838,59359,263183,142580,86422,1.0,188099,373347,2830,16390,583,13352,561182,33419
2698,32699.0,24510-2020,24510,583132,0.8891149410392639,274452,308680,36.1,35196,59120,258490,139154,84873,1.0,186031,364299,2698,16056,603,13445,549404,33728
2699,34378.0,24510-2021,24510,576498,0.8849290165638917,270652,305846,36.3,34265,57980,256729,134746,86276,1.0,183656,359700,2758,16138,593,13653,541688,34810
2700,44505.0,25001-2019,25001,212923,0.9153435821781644,101756,111167,54.3,7798,15702,58770,62068,66623,3.0,196207,7448,1611,3426,136,4095,205692,7231
2701,47315.0,25001-2020,25001,228969,0.9303545082831008,110354,118615,54.4,8200,16912,63637,66468,71614,3.0,210422,8369,1793,3805,144,4436,220783,8186
2702,49973.0,25001-2021,25001,232411,0.9316715981249376,112095,120316,54.8,8022,16663,65272,66483,73864,3.0,213402,8604,1770,3929,159,4547,223973,8438
2703,35616.0,25003-2019,25003,125217,0.9363353797145376,60550,64667,47.6,5151,10341,42487,35942,30028,3.0,114998,4530,438,2115,78,3058,118739,6478
2704,37025.0,25003-2020,25003,128758,0.9523874509090358,62809,65949,47.5,5215,10639,43909,36752,30870,3.0,117967,4845,469,2209,83,3185,121776,6982
2705,39952.0,25003-2021,25003,128657,0.950205393278865,62686,65971,47.7,4996,10289,44161,36161,31686,3.0,117665,4918,479,2245,87,3263,121583,7074
2706,35747.0,25005-2019,25005,565096,0.9386130122300554,273601,291495,41.0,29542,58808,213953,158190,97717,1.0,498318,34944,3674,14014,716,13430,516072,49024
2707,36900.0,25005-2020,25005,579172,0.9512040643066018,282344,296828,40.9,29879,60866,220308,161683,99104,1.0,507279,38467,3899,14689,746,14092,526889,52283
2708,38632.0,25005-2021,25005,580164,0.95259891493114,283040,297124,41.0,29472,60201,221916,159765,101390,1.0,505064,40881,3970,15022,809,14418,526033,54131
2709,45990.0,25007-2019,25007,17461,0.9678800856531048,8588,8873,48.6,843,1584,5411,5128,4328,7.0,15646,832,227,210,12,534,16845,616
2710,43994.0,25007-2020,25007,20581,0.9774212144504228,10173,10408,48.8,973,1861,6353,5992,5178,7.0,18422,1019,260,276,13,591,19838,743
2711,51354.0,25007-2021,25007,21097,0.9716822429906542,10397,10700,49.0,988,1838,6596,6052,5391,7.0,18814,1073,263,302,16,629,20296,801
2712,42347.0,25009-2019,25009,789725,0.9290049951758084,380330,409395,40.9,44136,82898,296180,218452,138350,1.0,670431,57441,7238,31070,1294,22251,615438,174287
2713,43948.0,25009-2020,25009,809218,0.9415764520710967,392434,416784,40.8,44370,85866,305088,222800,141019,1.0,683861,60425,7650,32322,1401,23559,624475,184743
2714,46263.0,25009-2021,25009,807074,0.9424070160913788,391572,415502,40.9,43429,84536,305889,218825,144299,1.0,680024,61169,7835,32689,1422,23935,619295,187779
2715,35908.0,25011-2019,25011,70276,0.9479446738919534,34199,36077,47.3,2867,6152,23571,20641,16299,4.0,65818,1162,361,1247,126,1562,67253,3023
2716,35919.0,25011-2020,25011,70988,0.9593706872757384,34758,36230,47.1,2772,6303,23980,20629,16554,4.0,66422,1244,364,1216,139,1603,67765,3223
2717,37740.0,25011-2021,25011,71015,0.9627705149111412,34834,36181,47.2,2667,6201,24153,20118,17113,4.0,66331,1296,366,1233,144,1645,67708,3307
2718,30346.0,25013-2019,25013,465749,0.933707827848774,224891,240858,39.2,25211,49918,182146,121715,80945,2.0,384058,51557,3607,12728,842,12957,343475,122274
2719,31483.0,25013-2020,25013,464908,0.9452624531893972,225913,238995,39.2,24842,50318,182362,121040,80358,2.0,382046,52271,3685,12703,860,13343,339456,125452
2720,33375.0,25013-2021,25013,462718,0.9445936348239764,224767,237951,39.4,24375,49289,182512,118751,81804,2.0,378860,52658,3740,12882,892,13686,336222,126496
2721,34838.0,25015-2019,25015,161596,0.8725564040464906,75299,86297,36.7,5298,11806,75319,38818,28874,2.0,142073,5671,502,9136,129,4085,151966,9630
2722,36600.0,25015-2020,25015,162064,0.8807910129050227,75896,86168,36.9,5205,11982,75569,38471,29351,2.0,142340,5788,531,9092,130,4183,151869,10195
2723,38695.0,25015-2021,25015,161572,0.8791812049313794,75592,85980,37.2,5096,11721,75273,37676,30300,2.0,141977,5744,531,9002,131,4187,151223,10349
2724,52228.0,25017-2019,25017,1611263,0.9615246020982818,789829,821434,38.5,84443,158180,678448,420675,251572,1.0,1256245,95927,4347,213531,1072,40141,1478935,132328
2725,54433.0,25017-2020,25017,1629422,0.9750809100716372,804432,824990,38.6,83807,162541,686583,425676,252300,1.0,1260976,98820,4521,222443,1070,41592,1492079,137343
2726,58399.0,25017-2021,25017,1614742,0.975038375684188,797167,817575,38.9,81254,160063,677906,419333,257427,1.0,1242332,99538,4624,224816,1109,42323,1475513,139229
2727,55398.0,25019-2019,25019,11330,1.0581289736603088,5825,5505,40.5,751,1118,4375,3227,1715,7.0,9574,1260,47,207,14,228,9660,1670
2728,57246.0,25019-2020,25019,14244,1.058084091894235,7323,6921,40.8,919,1413,5494,4056,2196,7.0,11990,1658,60,263,20,253,12098,2146
2729,52324.0,25019-2021,25019,14491,1.0566278739710473,7445,7046,41.3,852,1466,5582,4130,2306,7.0,12175,1705,61,262,22,266,12243,2248
2730,53889.0,25021-2019,25021,707164,0.9295271981140312,340668,366496,40.8,37542,73054,271202,195073,121638,1.0,547089,56883,1614,85893,361,15324,672256,34908
2731,55860.0,25021-2020,25021,726025,0.9428277070873304,352330,373695,40.6,37902,75917,279966,200015,123162,1.0,556240,60849,1759,90752,378,16047,687967,38058
