,PCIncome,fip-year,fips,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT,RUCC_2013,WA,BA,IA,AA,NA,TOM,NH,H
8166,22054.0,54101-2019,54101,8179,0.9978016609672692,4085,4094,47.7,391,852,2465,2405,1979,9.0,8010,35,9,16,1,108,8117,62
8167,19943.0,54101-2020,54101,8329,1.000240153698367,4165,4164,47.9,383,883,2501,2461,2004,9.0,8158,32,10,17,1,111,8266,63
8168,19672.0,54101-2021,54101,8249,0.9934751087481876,4111,4138,48.2,379,854,2471,2408,2040,9.0,8076,31,10,17,1,114,8176,73
8169,22546.0,54103-2019,54103,15130,0.9682580980876804,7443,7687,46.2,814,1499,4873,4271,3506,6.0,14813,75,20,55,0,167,14969,161
8170,23050.0,54103-2020,54103,14382,0.9883865615927,7149,7233,46.0,787,1438,4623,4096,3252,6.0,14066,77,20,52,0,167,14227,155
8171,24688.0,54103-2021,54103,14170,0.9826500629634812,7023,7147,45.7,783,1441,4576,3989,3205,6.0,13857,73,24,52,0,164,14005,165
8172,23568.0,54105-2019,54105,5783,1.0319747013352074,2937,2846,45.1,273,685,1852,1711,1189,3.0,5647,26,14,17,1,78,5732,51
8173,23776.0,54105-2020,54105,5183,1.059197457290425,2666,2517,45.7,253,577,1640,1546,1093,3.0,5045,30,13,16,1,78,5139,44
8174,25483.0,54105-2021,54105,5063,1.0423557886244454,2584,2479,46.1,255,550,1581,1484,1118,3.0,4919,31,13,17,0,83,5021,42
8175,27725.0,54107-2019,54107,83668,0.9426501660126774,40599,43069,43.9,4635,8802,28557,23191,17482,3.0,80521,1010,191,492,34,1420,82648,1020
8176,27983.0,54107-2020,54107,83996,0.9584052226626252,41106,42890,43.7,4514,9035,28648,23351,17383,3.0,80810,1035,176,466,23,1486,82931,1065
8177,29176.0,54107-2021,54107,83624,0.9569867309447474,40893,42731,43.6,4384,8987,28744,22884,17574,3.0,80307,1034,177,493,19,1594,82517,1107
8178,22703.0,54109-2019,54109,20449,0.9814922480620156,10129,10320,45.2,957,2150,6822,5723,4549,6.0,19989,142,40,39,1,238,20299,150
8179,23210.0,54109-2020,54109,21326,0.9949485500467729,10636,10690,45.2,994,2264,7069,5971,4757,6.0,20874,140,38,38,1,235,21152,174
8180,22237.0,54109-2021,54109,21051,0.9949772554965884,10499,10552,45.4,1004,2181,6939,5848,4804,6.0,20576,147,39,39,1,249,20872,179
8181,27241.0,55001-2019,55001,20268,1.1382002320919928,10789,9479,54.9,689,1447,5464,6349,6134,8.0,19010,592,257,128,8,273,19397,871
8182,28386.0,55001-2020,55001,20673,1.1777098914989992,11180,9493,54.8,667,1484,5652,6433,6252,8.0,19263,678,268,151,12,301,19747,926
8183,29327.0,55001-2021,55001,20875,1.1742526820122905,11274,9601,55.3,649,1443,5703,6411,6467,8.0,19440,662,281,161,12,319,19907,968
8184,23946.0,55003-2019,55003,15506,1.0046541693600517,7771,7735,42.4,877,1716,5397,4214,3104,7.0,13023,73,1797,93,6,514,15035,471
8185,25464.0,55003-2020,55003,15977,1.0134845620667927,8042,7935,42.3,870,1776,5604,4286,3223,7.0,13393,84,1877,100,6,517,15435,542
8186,28324.0,55003-2021,55003,16107,1.0143821910955475,8111,7996,42.3,889,1740,5684,4233,3335,7.0,13448,91,1913,103,6,546,15547,560
8187,29681.0,55005-2019,55005,45226,1.0044320347471525,22663,22563,44.7,2508,4987,14684,12359,10109,6.0,42999,776,537,306,9,599,44016,1210
8188,30135.0,55005-2020,55005,46643,1.0244357638888888,23603,23040,44.5,2543,5184,15208,12690,10409,6.0,44274,841,565,308,10,645,45333,1310
8189,31112.0,55005-2021,55005,46719,1.0210676587644922,23603,23116,44.6,2484,5052,15390,12554,10600,6.0,44319,824,588,319,10,659,45301,1418
8190,31825.0,55007-2019,55007,15172,1.0250934329951948,7680,7492,53.5,681,1297,4032,4634,4380,8.0,13004,85,1562,77,6,438,14813,359
8191,33151.0,55007-2020,55007,16229,1.0403570530550663,8275,7954,53.4,723,1437,4324,4871,4706,8.0,13850,93,1722,88,6,470,15796,433
8192,35974.0,55007-2021,55007,16320,1.0458819104926664,8343,7977,53.7,688,1402,4371,4852,4836,8.0,13960,91,1702,90,6,471,15884,436
8193,32874.0,55009-2019,55009,263899,0.9836809862066374,130864,133035,37.8,16388,31692,104206,67868,40311,2.0,230805,7976,9153,9188,220,6557,239599,24300
8194,34157.0,55009-2020,55009,268741,0.9969608025264722,134166,134575,38.0,16171,32631,105988,68903,41322,2.0,234301,8380,9439,9590,257,6774,243162,25579
8195,36089.0,55009-2021,55009,269591,0.9983914487339144,134687,134904,38.2,15738,32143,106986,68123,42776,2.0,234460,8791,9408,9697,265,6970,243493,26098
8196,30503.0,55011-2019,55011,13012,1.0328073738478365,6611,6401,46.3,697,1318,4158,3709,2958,8.0,12674,72,52,59,1,154,12704,308
8197,30957.0,55011-2020,55011,13320,1.0457686991245585,6809,6511,45.9,653,1377,4334,3789,3001,8.0,12960,83,59,57,2,159,12963,357
8198,32228.0,55011-2021,55011,13302,1.0452029520295203,6798,6504,46.1,634,1385,4290,3776,3051,8.0,12917,87,62,63,2,171,12948,354
8199,30342.0,55013-2019,55013,15390,1.043010752688172,7857,7533,53.7,657,1382,4015,4663,4519,8.0,14121,106,708,75,10,370,15079,311
8200,30829.0,55013-2020,55013,16588,1.0583198908053109,8529,8059,54.1,675,1467,4271,5067,4919,8.0,15194,131,778,82,10,393,16216,372
8201,31960.0,55013-2021,55013,16744,1.0615611918246737,8622,8122,55.0,609,1397,4303,5106,5145,8.0,15358,130,775,80,11,390,16386,358
8202,35527.0,55015-2019,55015,50112,1.015768302493966,25252,24860,41.1,2586,6050,18322,14532,7866,3.0,47381,439,275,1225,30,762,47851,2261
8203,36873.0,55015-2020,55015,52476,1.033953488372093,26676,25800,41.3,2668,6289,19200,15153,8391,3.0,49481,471,334,1320,36,834,50002,2474
8204,39286.0,55015-2021,55015,52539,1.0329283392663675,26695,25844,41.6,2592,6147,19226,15020,8756,3.0,49468,516,348,1308,36,863,49985,2554
8205,29991.0,55017-2019,55017,64692,1.0781239961451976,33562,31130,41.4,3552,7278,23360,17761,11880,3.0,61183,1150,410,977,42,930,63477,1215
8206,31644.0,55017-2020,55017,66279,1.0930651171603614,34613,31666,41.5,3548,7437,24049,18124,12186,3.0,62623,1203,445,995,44,969,64993,1286
8207,32436.0,55017-2021,55017,66865,1.0981862683569723,34997,31868,41.6,3500,7310,24546,18003,12560,3.0,63013,1303,458,1014,46,1031,65556,1309
8208,25382.0,55019-2019,55019,34785,1.022031041097483,17582,17203,37.3,2843,5115,11686,8688,5883,6.0,33772,220,293,183,15,302,32939,1846
8209,25472.0,55019-2020,55019,34628,1.033233515354354,17597,17031,37.0,2849,5129,11670,8582,5800,6.0,33555,244,313,175,16,325,32635,1993
8210,26911.0,55019-2021,55019,34746,1.0429209783631233,17738,17008,36.9,2828,5127,11823,8442,5928,6.0,33649,259,315,184,16,323,32713,2033
8211,34984.0,55021-2019,55021,57537,1.0419121300305203,29359,28178,42.5,3064,6075,20586,16502,10559,2.0,54736,1002,466,458,45,830,55387,2150
8212,35547.0,55021-2020,55021,58510,1.0553623493870097,30043,28467,42.5,3080,6210,20963,16709,10767,2.0,55479,1107,477,497,54,896,56255,2255
8213,36988.0,55021-2021,55021,58488,1.0590741066713607,30083,28405,42.7,3005,6090,21068,16471,11083,2.0,55287,1210,495,497,58,941,56159,2329
8214,27615.0,55023-2019,55023,16121,1.0841628959276015,8386,7735,46.6,769,1606,5239,4440,3871,7.0,15421,346,65,101,7,181,15834,287
8215,28259.0,55023-2020,55023,16086,1.0964420695946826,8413,7673,46.2,792,1596,5243,4392,3835,7.0,15362,359,63,109,8,185,15785,301
8216,29483.0,55023-2021,55023,16075,1.1126297805230647,8466,7609,46.4,775,1549,5284,4356,3897,7.0,15321,370,70,107,8,199,15748,327
8217,40614.0,55025-2019,55025,547637,0.9886159790258038,272251,275386,35.5,29919,55835,252068,125586,77839,2.0,463441,30383,2644,35198,315,15656,511522,36115
8218,41755.0,55025-2020,55025,562306,1.0000711381752347,281163,281143,35.6,29927,57876,259161,128555,80165,2.0,474690,31955,2745,36157,319,16440,524113,38193
8219,44746.0,55025-2021,55025,563951,0.998352279169974,281743,282208,35.9,28878,57434,260855,127420,82750,2.0,475341,32319,2758,36552,325,16656,524826,39125
8220,29726.0,55027-2019,55027,87626,1.1187707038711705,46269,41357,42.6,4041,8713,32512,25488,15784,4.0,82637,2923,532,557,58,919,83134,4492
8221,31078.0,55027-2020,55027,89262,1.1360677706518618,47474,41788,42.6,4049,8911,33189,25962,16033,4.0,84072,3071,540,575,62,942,84380,4882
8222,33303.0,55027-2021,55027,89313,1.1388236984529911,47555,41758,42.7,4066,8670,33494,25559,16392,4.0,83927,3182,562,585,64,993,84177,5136
8223,38744.0,55029-2019,55029,27752,0.978047042052744,13722,14030,53.9,1081,2260,7579,8063,8496,6.0,26768,216,211,153,11,393,26786,966
8224,39162.0,55029-2020,55029,30102,0.9994686150780472,15047,15055,53.7,1184,2458,8250,8681,9201,6.0,29046,246,239,164,11,396,28959,1143
8225,40955.0,55029-2021,55029,30369,0.9990126382306476,15177,15192,53.9,1149,2437,8353,8676,9437,6.0,29244,260,256,168,11,430,29165,1204
8226,30153.0,55031-2019,55031,43506,1.0082163958641064,21842,21664,42.5,2110,4436,15981,12064,8438,2.0,40276,599,831,478,17,1305,42747,759
8227,30960.0,55031-2020,55031,44275,1.020582329317269,22363,21912,42.4,2116,4487,16348,12212,8598,2.0,40943,632,866,468,21,1345,43444,831
8228,32845.0,55031-2021,55031,44203,1.0260805793647156,22386,21817,42.6,2086,4410,16342,11993,8847,2.0,40837,648,871,465,24,1358,43361,842
8229,28034.0,55033-2019,55033,45384,1.005302226935313,22752,22632,35.4,2325,4487,20218,10613,7234,6.0,42706,400,251,1390,24,613,44446,938
8230,28988.0,55033-2020,55033,45440,1.0191068651410795,22935,22505,35.6,2234,4503,20310,10573,7274,6.0,42698,392,262,1432,24,632,44467,973
8231,31154.0,55033-2021,55033,45547,1.0219746071206606,23021,22526,35.8,2165,4435,20397,10546,7459,6.0,42784,396,261,1428,22,656,44532,1015
8232,30983.0,55035-2019,55035,104466,0.9821642031762898,51763,52703,35.1,5763,10636,46820,23333,16757,3.0,95600,1282,648,4562,197,2177,101708,2758
8233,33039.0,55035-2020,55035,105818,0.9901075754156324,52646,53172,35.3,5735,10843,47545,23507,16934,3.0,96671,1401,674,4654,209,2209,102829,2989
8234,35135.0,55035-2021,55035,106452,0.9893108087905516,52940,53512,35.5,5602,10835,48084,23217,17428,3.0,97154,1428,697,4729,216,2228,103337,3115
8235,32348.0,55037-2019,55037,4300,1.0427553444180522,2195,2105,54.8,148,315,1110,1511,1169,9.0,4145,19,44,18,1,73,4256,44
8236,31961.0,55037-2020,55037,4556,1.054102795311091,2338,2218,55.2,154,340,1172,1571,1277,9.0,4380,25,42,24,1,84,4505,51
8237,31373.0,55037-2021,55037,4593,1.0642696629213484,2368,2225,55.7,139,351,1187,1544,1335,9.0,4417,22,46,23,1,84,4538,55
8238,31653.0,55039-2019,55039,103079,0.9691105677389776,50731,52348,41.7,5410,11166,37541,28186,19478,3.0,96542,2321,621,1831,79,1685,97407,5672
8239,32508.0,55039-2020,55039,104076,0.985273920341828,51652,52424,41.6,5416,11335,38064,28254,19618,3.0,97278,2531,614,1866,84,1703,98090,5986
8240,34271.0,55039-2021,55039,104362,0.9844834471087108,51773,52589,41.7,5373,11136,38455,27881,20106,3.0,97305,2744,624,1831,86,1772,98112,6250
8241,25700.0,55041-2019,55041,9034,1.035601622352411,4596,4438,47.3,504,880,2825,2625,2112,9.0,7209,108,1388,31,12,286,8776,258
8242,26863.0,55041-2020,55041,9160,1.058889638120926,4711,4449,47.6,512,870,2853,2691,2132,9.0,7322,114,1396,32,12,284,8897,263
8243,27771.0,55041-2021,55041,9258,1.0669792364367046,4779,4479,47.6,487,884,2920,2706,2166,9.0,7431,116,1365,32,13,301,8990,268
8244,25892.0,55043-2019,55043,51509,1.077897454516116,26720,24789,36.1,2895,5271,21678,11941,9081,6.0,49639,800,138,474,15,443,50543,966
8245,26534.0,55043-2020,55043,51934,1.0863731319299372,27042,24892,36.2,2960,5439,21766,12017,9095,6.0,50004,794,153,483,14,486,50894,1040
8246,28820.0,55043-2021,55043,52110,1.0836498860410253,27101,25009,36.4,2889,5396,21909,11926,9303,6.0,50103,843,156,488,15,505,51030,1080
8247,33459.0,55045-2019,55045,36853,0.994857637761178,18379,18474,43.5,1940,4157,12475,10668,7088,2.0,35746,288,137,250,23,409,35649,1204
8248,34872.0,55045-2020,55045,36992,1.014375952951427,18628,18364,43.6,1874,4125,12561,10700,7186,2.0,35867,293,145,234,26,427,35703,1289
8249,37079.0,55045-2021,55045,36988,1.0162442082311256,18643,18345,43.7,1834,4049,12673,10550,7346,2.0,35796,298,149,243,27,475,35700,1288
8250,29207.0,55047-2019,55047,18910,1.007430997876858,9490,9420,45.7,1061,2041,5976,5278,4308,6.0,18239,196,121,137,7,210,17930,980
8251,30396.0,55047-2020,55047,18997,1.027427961579509,9627,9370,45.4,1052,2073,6036,5277,4304,6.0,18304,184,133,135,11,230,17940,1057
8252,32470.0,55047-2021,55047,19229,1.0224021876314682,9721,9508,45.4,1035,2095,6148,5268,4434,6.0,18516,187,146,139,11,230,18137,1092
8253,34114.0,55049-2019,55049,23648,1.0105424247576942,11886,11762,43.5,1285,2732,7868,6900,4555,2.0,22852,186,77,190,14,329,23154,494
8254,36035.0,55049-2020,55049,23676,1.0282703675147775,12003,11673,43.6,1265,2707,7876,6882,4612,2.0,22825,220,73,188,14,356,23191,485
8255,36329.0,55049-2021,55049,23756,1.029386639330258,12050,11706,43.8,1224,2634,7985,6743,4823,2.0,22886,206,72,194,13,385,23230,526
8256,28857.0,55051-2019,55051,5688,1.0077656194846452,2855,2833,55.6,181,456,1435,1743,1816,9.0,5473,19,83,19,0,94,5613,75
8257,29146.0,55051-2020,55051,6128,1.0311567782565465,3111,3017,55.4,206,484,1572,1874,1925,9.0,5894,24,93,17,0,100,6034,94
8258,31147.0,55051-2021,55051,6178,1.0402906208718623,3150,3028,55.6,219,480,1568,1876,1970,9.0,5918,27,108,19,0,106,6082,96
8259,26481.0,55053-2019,55053,20676,1.154198791414878,11078,9598,42.0,1213,2269,7244,5717,3975,6.0,18333,444,1392,97,21,389,19875,801
8260,27478.0,55053-2020,55053,21102,1.1683107274969171,11370,9732,42.1,1180,2347,7432,5806,4072,6.0,18689,472,1424,99,23,395,20315,787
8261,28709.0,55053-2021,55053,21121,1.1660342528971388,11370,9751,42.4,1180,2333,7458,5731,4152,6.0,18608,518,1456,106,23,410,20313,808
8262,31992.0,55055-2019,55055,84829,1.001533669954226,42447,42382,41.7,4261,8867,31574,23975,15090,4.0,81468,973,416,811,32,1129,78565,6264
8263,33461.0,55055-2020,55055,84858,1.0120927585716315,42684,42174,41.7,4125,8804,31758,23924,15127,4.0,81351,1004,446,830,34,1193,78421,6437
8264,36301.0,55055-2021,55055,84943,1.012628835446037,42738,42205,42.0,4059,8539,31904,23764,15545,4.0,81345,1008,460,842,33,1255,78341,6602
8265,27889.0,55057-2019,55057,26688,1.1408631477619124,14222,12466,45.3,1401,2651,8872,7855,5594,7.0,25068,661,440,156,16,347,25818,870
8266,28288.0,55057-2020,55057,26759,1.1508721163893578,14318,12441,45.1,1348,2713,8971,7838,5566,7.0,25084,681,454,167,18,355,25882,877
8267,28817.0,55057-2021,55057,26802,1.161103047895501,14400,12402,45.2,1303,2681,9009,7759,5707,7.0,25087,714,443,166,14,378,25908,894
8268,32298.0,55059-2019,55059,169760,0.977149113101408,83899,85861,38.8,9515,19346,66803,47083,24770,1.0,147739,12709,1290,3059,162,4801,146521,23239
8269,33103.0,55059-2020,55059,169073,0.9861266108285268,83946,85127,39.0,9321,19265,66396,46949,24818,1.0,146681,12885,1303,3130,174,4900,145184,23889
8270,35403.0,55059-2021,55059,168732,0.9866716902934112,83800,84932,39.2,9027,18843,66417,46517,25585,1.0,146187,12891,1324,3202,177,4951,144398,24334
8271,30921.0,55061-2019,55061,20451,1.0278631631135349,10366,10085,44.5,1046,2232,6825,5760,4334,2.0,19867,122,116,98,10,238,19770,681
8272,31723.0,55061-2020,55061,20539,1.0416500994035784,10479,10060,44.4,1043,2208,6888,5815,4320,2.0,19925,120,133,104,10,247,19835,704
8273,33673.0,55061-2021,55061,20543,1.0402224649915583,10474,10069,44.6,1041,2180,6877,5738,4436,2.0,19894,128,134,116,10,261,19832,711
8274,32565.0,55063-2019,55063,118151,0.9518122047114018,57617,60534,36.4,5929,11831,51377,27699,19910,3.0,107628,1912,599,5626,45,2341,115669,2482
8275,33609.0,55063-2020,55063,120852,0.9638916424265076,59315,61537,36.5,5963,12264,52641,28179,20351,3.0,109806,2057,626,5848,47,2468,118151,2701
8276,36560.0,55063-2021,55063,120433,0.9649698156306086,59143,61290,36.8,5745,11951,52655,27633,20945,3.0,109213,2100,633,5899,49,2539,117629,2804
8277,28448.0,55065-2019,55065,16667,1.0236765420106848,8431,8236,41.8,1044,2008,5561,4564,3230,8.0,16254,72,116,79,3,143,15952,715
8278,28843.0,55065-2020,55065,16605,1.0371733529628266,8454,8151,41.7,1077,2008,5547,4489,3229,8.0,16155,80,129,85,1,155,15866,739
8279,30565.0,55065-2021,55065,16784,1.036398932297986,8542,8242,41.4,1110,2046,5650,4404,3346,8.0,16305,89,143,85,1,161,16029,755
8280,27618.0,55067-2019,55067,19208,1.0195563032278414,9697,9511,49.0,967,1852,5779,5685,4723,6.0,18287,209,298,99,4,311,18770,438
8281,28948.0,55067-2020,55067,19438,1.0294424723324285,9860,9578,48.9,977,1896,5849,5735,4760,6.0,18436,242,334,95,4,327,18963,475
8282,30423.0,55067-2021,55067,19502,1.0274456804241603,9883,9619,49.1,967,1872,5890,5677,4882,6.0,18457,240,358,106,4,337,19021,481
8283,30972.0,55069-2019,55069,27596,1.023315492338148,13957,13639,48.5,1276,2414,8669,8799,6142,6.0,26590,237,207,161,10,391,27062,534
8284,31609.0,55069-2020,55069,28374,1.041294964028777,14474,13900,48.5,1279,2504,8953,9052,6278,6.0,27339,253,217,169,11,385,27774,600
8285,32283.0,55069-2021,55069,28541,1.0446307042051723,14582,13959,48.6,1284,2514,9031,8976,6448,6.0,27415,272,248,190,13,403,27912,629
8286,30130.0,55071-2019,55071,78785,0.9993655627458444,39380,39405,45.3,3969,8177,26011,23047,16605,4.0,73714,917,587,2325,43,1199,75266,3519
8287,31375.0,55071-2020,55071,81250,1.0164292450488908,40956,40294,45.2,4078,8509,26864,23551,17224,4.0,75900,979,620,2442,48,1261,77389,3861
8288,33257.0,55071-2021,55071,81505,1.0197001610704992,41150,40355,45.1,4053,8468,27042,23120,17747,4.0,75977,1119,642,2419,54,1294,77526,3979
8289,33189.0,55073-2019,55073,135697,1.0048904451634828,68014,67683,41.0,7940,15772,48705,36931,24584,3.0,122801,1283,777,8465,63,2308,131633,4064
8290,33608.0,55073-2020,55073,137954,1.0196468831435013,69648,68306,41.0,7963,16143,49546,37491,24897,3.0,124578,1321,810,8773,65,2407,133794,4160
8291,36172.0,55073-2021,55073,137648,1.020491442327452,69522,68126,41.2,7749,15797,49604,36873,25622,3.0,124220,1350,825,8810,68,2375,133328,4320
8292,28282.0,55075-2019,55075,40256,1.0103875349580504,20232,20024,49.0,1873,3839,12243,12032,9781,6.0,38929,277,304,228,14,504,39473,783
8293,29395.0,55075-2020,55075,41869,1.031292450999418,21257,20612,48.6,1961,4038,12883,12353,10116,6.0,40457,311,314,236,15,536,40920,949
8294,31059.0,55075-2021,55075,41875,1.035929599377674,21307,20568,49.0,1947,3998,12798,12208,10414,6.0,40462,300,322,231,15,545,40895,980
8295,27922.0,55077-2019,55077,15537,1.0272703549060542,7873,7664,50.2,753,1562,4389,4768,3885,8.0,14975,103,141,112,5,201,14949,588
8296,28780.0,55077-2020,55077,15584,1.059468745870226,8017,7567,50.4,718,1552,4426,4773,3931,8.0,15045,100,133,112,5,189,14992,592
8297,30428.0,55077-2021,55077,15792,1.0517084578407172,8095,7697,50.1,733,1562,4541,4731,4027,8.0,15194,129,153,110,5,201,15182,610
8298,20313.0,55078-2019,55078,4553,0.9925601750547046,2268,2285,31.3,423,779,1584,1068,621,8.0,535,35,3775,77,0,131,4223,330
8299,20570.0,55078-2020,55078,4255,0.9781496978149696,2104,2151,31.0,386,742,1484,1003,557,8.0,528,37,3482,77,0,131,3937,318
8300,21169.0,55078-2021,55078,4289,0.9602376599634368,2101,2188,30.9,381,763,1528,960,571,8.0,581,40,3464,73,0,131,3944,345
8301,29270.0,55079-2019,55079,947011,0.937804760764718,458308,488703,35.2,64562,113622,403355,221174,132298,1.0,603918,258902,9508,46012,474,28197,798048,148963
8302,30159.0,55079-2020,55079,938149,0.9481617921903164,456593,481556,35.2,62860,114150,400128,218009,130402,1.0,594027,258918,9626,46497,389,28692,787021,151128
8303,32088.0,55079-2021,55079,928059,0.9458692744130264,451121,476938,35.4,61006,111906,396721,212916,132643,1.0,586413,255961,9580,46868,373,28864,775944,152115
8304,29242.0,55081-2019,55081,46674,1.0466564349923262,23869,22805,39.7,3095,5998,16561,12327,8068,6.0,43826,896,687,420,54,791,44378,2296
8305,29946.0,55081-2020,55081,46281,1.054103235542142,23750,22531,39.8,2978,6091,16418,12074,8043,6.0,43307,934,677,464,53,846,43905,2376
8306,31498.0,55081-2021,55081,46193,1.048470066518847,23643,22550,40.1,2831,6062,16402,11955,8224,6.0,43245,912,680,461,50,845,43744,2449
8307,30927.0,55083-2019,55083,38057,1.057580017301038,19561,18496,47.0,1924,3852,11935,11890,7975,2.0,36528,188,624,189,10,518,37282,775
8308,31827.0,55083-2020,55083,39043,1.0716862994799958,20197,18846,46.8,1966,3990,12242,12165,8181,2.0,37495,188,630,192,10,528,38245,798
8309,33904.0,55083-2021,55083,39356,1.0732234104198493,20373,18983,46.8,1951,3995,12393,12082,8437,2.0,37724,183,677,193,9,570,38511,845
8310,34910.0,55085-2019,55085,35607,1.0095377842993396,17888,17719,51.9,1583,3076,10053,10998,9525,7.0,34152,220,437,210,11,577,34997,610
8311,35811.0,55085-2020,55085,37839,1.0338081160978232,19234,18605,52.0,1661,3281,10697,11657,10140,7.0,36320,241,474,196,11,597,37195,644
8312,36689.0,55085-2021,55085,38259,1.03191884858463,19430,18829,52.2,1603,3309,10908,11584,10449,7.0,36698,255,482,207,11,606,37581,678
8313,33221.0,55087-2019,55087,187927,0.9977569656316108,93858,94069,38.6,11558,22180,73121,49884,28680,3.0,170735,2892,3525,7080,145,3550,179339,8588
